file,hrefs
R_1675174300_HB_6,"['#', 'collections/kids.html', 'collections/kids-sale.html', 'kids-sale/products/mini-colorblock-crew.html', 'mini-colorblock-crew1015.html?variant=31730558763055', 'mini-colorblock-crew7f27.html?variant=31730558828591']"
R_1675167213_HB_5,"['#', 'collections/kids.html', 'collections/kids-socks.html', 'kids-socks/products/mini-modine-crew-1.html', 'mini-modine-crew-1e50f.html?variant=32919382523951']"
R_1675155849_HB_6,"['#', 'collections/womens.html', 'collections/womens-new-arrivals.html', 'womens-new-arrivals/products/sweet-tie-dye-crew.html', 'sweet-tie-dye-crew911e.html?variant=39390706335791', 'sweet-tie-dye-crew6f6c.html?variant=39390706303023']"
R_1675182017_HB_6,"['#', 'collections/kids.html', 'collections/kids-tights-and-leggings.html', 'kids-tights-and-leggings/products/mini-ferdinand-legging.html', 'mini-ferdinand-leggingd8a1.html?variant=32918015344687', 'mini-ferdinand-leggingf896.html?variant=32918015377455']"
R_1675158066_HB_6,"['#', 'collections/kids.html', 'collections/kids-new-arrivals.html', 'kids-new-arrivals/products/mini-emoji-legging.html', 'mini-emoji-leggingdd4c.html?variant=31732247167023', 'mini-emoji-legging0dd3.html?variant=40138306289711']"
R_1675170300_HB_4,"['#', 'collections/mens.html', 'collections/mens-socks.html', 'mens-socks/products/northern-lights-mens-crew.html']"
R_1675183011_HB_6,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/sweet-tie-dye-crew.html', 'sweet-tie-dye-crew6f6c.html?variant=39390706303023', 'sweet-tie-dye-crewab46.html?variant=39390705680431', 'sweet-tie-dye-crew5acc.html?variant=39390705909807', 'sweet-tie-dye-crew911e.html?variant=39390706335791']"
R_1675156598_HB_6,"['#', 'collections/kids.html', 'collections/kids-socks.html', 'kids-socks/products/watermelon-crew.html', 'watermelon-crewe497.html?variant=39308128485423', 'watermelon-crew2f61.html?variant=31730531336239']"
R_1675155587_HB_5,"['#', 'collections/mens.html', 'collections/mens-socks.html', 'mens-socks/products/lykke-mens-crew.html', 'lykke-mens-crewf791.html?variant=32493736460335']"
R_1675168514_HB_5,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/asha-jumpsuit-navy.html', 'asha-jumpsuit-navy0a23.html?variant=40116958593071', 'asha-jumpsuit-navyf01f.html?variant=40116958953519', 'asha-jumpsuit-navy5fb8.html?variant=40116958855215']"
R_1675160105_HB_6,"['#', 'collections/womens.html', 'collections/womens-new-arrivals.html', 'womens-new-arrivals/products/sloane-dress-poppy.html', 'sloane-dress-poppy2545.html?variant=40116984381487', 'sloane-dress-poppy0749.html?variant=40116984676399']"
R_1675169738_HB_6,"['#', 'collections/kids.html', 'collections/kids-new-arrivals.html', 'kids-new-arrivals/products/yachtsy-stripe-legging.html', 'yachtsy-stripe-legging7a4a.html?variant=1271671224', 'yachtsy-stripe-legging09a5.html?variant=1271671236']"
R_1675160043_HB_6,"['#', 'collections/kids.html', 'collections/kids-tights-and-leggings.html', 'kids-tights-and-leggings/products/mini-bandit-legging-1.html', 'mini-bandit-legging-1c1c8.html?variant=41951843973', 'mini-bandit-legging-193d2.html?variant=41951844037']"
R_1675187597_HB_5,"['#', 'collections/mens.html', 'collections/mens-sale.html', 'mens-sale/products/madras-check-mens-crew.html', 'madras-check-mens-crewc0e8.html?variant=40116878639151']"
R_1675161090_HB_5,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/sloane-dress-navy.html', 'sloane-dress-navyc4b8.html?variant=40116984873007', 'sloane-dress-navye67e.html?variant=40116984971311', 'sloane-dress-navy9722.html?variant=40116984938543']"
R_1675171301_HB_3,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/sun-daisy-crew.html', 'sun-daisy-crew9358.html?variant=40342293577775']"
R_1675181963_HB_6,"['#', 'collections/womens.html', 'collections/womens-clothing.html', 'womens-clothing/products/quinn-top-white.html', 'quinn-top-white7780.html?variant=40116979531823', 'quinn-top-white7d80.html?variant=40116979564591']"
R_1675181364_HB_6,"['#', 'collections/kids.html', 'collections/kids-new-arrivals.html', 'kids-new-arrivals/products/mini-veggies-crew.html', 'mini-veggies-crewabdf.html?variant=32920697503791', 'mini-veggies-crewa046.html?variant=32920697634863']"
R_1675162981_HB_4,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/fluffy-friends-crew.html', 'fluffy-friends-crewf768.html?variant=40398615805999', 'fluffy-friends-crewb5e3.html?variant=32691311116335']"
R_1675170593_HB_4,"['#', 'collections/kids.html', 'collections/kids-tights-and-leggings.html', 'kids-tights-and-leggings/products/mermaid-legging.html']"
R_1675183682_HB_6,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/sweet-tie-dye-crew.html', 'sweet-tie-dye-crew6f6c.html?variant=39390706303023', 'sweet-tie-dye-crew5acc.html?variant=39390705909807', 'sweet-tie-dye-crew911e.html?variant=39390706335791', 'sweet-tie-dye-crewab46.html?variant=39390705680431']"
R_1675162399_HB_5,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/bandana-patched-crew.html', 'bandana-patched-crew05c0.html?variant=40352540262447', 'bandana-patched-crew49a2.html?variant=40342183313455', 'bandana-patched-crew3d61.html?variant=40342183280687']"
R_1675182152_HB_4,"['#', 'collections/womens.html', 'collections/womens-bags.html', 'womens-bags/products/copy-of-polka-dot-shopper-bag.html']"
R_1675174699_HB_6,"['#', 'collections/kids.html', 'collections/kids-new-arrivals.html', 'kids-new-arrivals/products/mini-veggies-legging.html', 'mini-veggies-legging79ef.html?variant=32918016688175', 'mini-veggies-legging3f0b.html?variant=32918016622639']"
R_1675156537_HB_5,"['#', 'collections/mens.html', 'collections/mens-socks.html', 'mens-socks/products/lykke-mens-crew.html', 'lykke-mens-crew7b29.html?variant=32493736362031']"
R_1675185258_HB_4,"['#', 'collections/kids.html', 'collections/kids-sale.html', 'kids-sale/products/mini-smiley-legging.html']"
R_1675154368_HB_5,"['#', 'collections/mens.html', 'collections/mens-sale.html', 'mens-sale/products/lykke-mens-crew.html', 'lykke-mens-crewf791.html?variant=32493736460335']"
R_1675181628_HB_5,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/leona-dress-navy.html', 'leona-dress-navy4497.html?variant=40116963311663', 'leona-dress-navy2849.html?variant=40116963606575', 'leona-dress-navy1e68.html?variant=40116963541039']"
R_1675156647_HB_5,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/umbrella-short-crew.html', 'umbrella-short-creweaab.html?variant=40016230776879', 'umbrella-short-crew65d4.html?variant=40016230809647', 'umbrella-short-crew8916.html?variant=40016230187055']"
R_1675174520_HB_6,"['#', 'collections/womens.html', 'collections/womens-new-arrivals.html', 'womens-new-arrivals/products/leona-dress-poppy.html', 'leona-dress-poppye912.html?variant=40116964524079', 'leona-dress-poppy4870.html?variant=40116964229167']"
R_1675171419_HB_6,"['#', 'collections/kids.html', 'collections/kids-socks.html', 'kids-socks/products/hi-five-knee-hi.html', 'hi-five-knee-hif2ff.html?variant=31732198932527', 'hi-five-knee-hi9951.html?variant=31732198834223']"
R_1675162020_HB_5,"['#', 'collections/womens.html', 'collections/womens-new-arrivals.html', 'womens-new-arrivals/products/sustainability-rules-short-crew.html', 'sustainability-rules-short-crew6851.html?variant=40775020642351']"
R_1675187546_HB_3,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/sustainability-rules-short-crew.html', 'sustainability-rules-short-crew6851.html?variant=40775020642351']"
R_1675154697_HB_6,"['#', 'collections/womens.html', 'collections/womens-new-arrivals.html', 'womens-new-arrivals/products/asha-jumpsuit-navy.html', 'asha-jumpsuit-navyf01f.html?variant=40116958953519', 'asha-jumpsuit-navy0a23.html?variant=40116958593071']"
R_1675167619_HB_6,"['#', 'collections/mens.html', 'collections/mens-socks.html', 'mens-socks/products/roma-cashmere-rib-mens-crew.html', 'roma-cashmere-rib-mens-crewed17.html?variant=9691808661551', 'roma-cashmere-rib-mens-crew021e.html?variant=9691810136111']"
R_1675182071_HB_5,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/penny-apron-dress-bloom.html', 'penny-apron-dress-bloom1004.html?variant=40116979171375', 'penny-apron-dress-bloomb1bf.html?variant=40116979335215', 'penny-apron-dress-bloome514.html?variant=40116979302447']"
R_1675183777_HB_6,"['#', 'collections/kids.html', 'collections/kids-socks.html', 'kids-socks/products/mini-strawberry-crew.html', 'mini-strawberry-crew3444.html?variant=11191164862511', 'mini-strawberry-crewaec3.html?variant=1271672132']"
R_1675174903_HB_3,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/lounge-cat-tote-bag.html', 'lounge-cat-tote-bagc033.html?variant=39366737231919']"
R_1675160663_HB_6,"['#', 'collections/kids.html', 'collections/kids-tights-and-leggings.html', 'kids-tights-and-leggings/products/mini-boulangerie-legging.html', 'mini-boulangerie-legging709a.html?variant=32918016032815', 'mini-boulangerie-legging8b33.html?variant=32918016131119']"
R_1675175197_HB_6,"['#', 'collections/womens.html', 'collections/womens-new-arrivals.html', 'womens-new-arrivals/products/sloane-dress-navy.html', 'sloane-dress-navye67e.html?variant=40116984971311', 'sloane-dress-navyc4b8.html?variant=40116984873007']"
R_1675164879_HB_5,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/asha-jumpsuit-navy.html', 'asha-jumpsuit-navy0a23.html?variant=40116958593071', 'asha-jumpsuit-navy5fb8.html?variant=40116958855215', 'asha-jumpsuit-navyf01f.html?variant=40116958953519']"
R_1675172062_HB_6,"['#', 'collections/kids.html', 'collections/kids-tights-and-leggings.html', 'kids-tights-and-leggings/products/new-knees-legging-1.html', 'new-knees-legging-15ba4.html?variant=42370821381', 'new-knees-legging-167e5.html?variant=42370822981']"
R_1675185159_HB_5,"['#', 'collections/womens.html', 'collections/womens-socks.html', 'womens-socks/products/cozy-cloud-crew.html', 'cozy-cloud-crew5ced.html?variant=40230445940783']"
R_1675161940_HB_5,"['#', 'collections/mens.html', 'collections/mens-sale.html', 'mens-sale/products/lykke-mens-crew.html', 'lykke-mens-crewf791.html?variant=32493736460335']"
R_1675176188_HB_5,"['#', 'collections/womens.html', 'collections/womens-socks.html', 'womens-socks/products/mood-short-crew.html', 'mood-short-crewf9ef.html?variant=32951858659375']"
R_1675176141_HB_5,"['#', 'collections/womens.html', 'collections/womens-sale.html', 'womens-sale/products/dot-boucle-tight.html', 'dot-boucle-tight5546.html?variant=1271680484']"
R_1675171229_HB_3,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/copy-of-polka-dot-shopper-bag.html', 'copy-of-polka-dot-shopper-bag6de2.html?variant=11352948408367']"
R_1675174851_HB_3,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/pop-sheer-crew.html', 'pop-sheer-crew6ab8.html?variant=40342291775535']"
R_1675158187_HB_6,"['#', 'collections/womens.html', 'collections/womens-new-arrivals.html', 'womens-new-arrivals/products/wool-trouser.html', 'wool-trouser4e11.html?variant=40303839576111', 'wool-trouser2262.html?variant=40303838789679']"
R_1675166675_HB_3,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/love-mother-earth-short-crew.html', 'love-mother-earth-short-crewbf37.html?variant=40775007109167']"
R_1675169921_HB_5,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/scout-dress-bloom.html', 'scout-dress-bloom4725.html?variant=40116983857199', 'scout-dress-bloom7f69.html?variant=40116983791663', 'scout-dress-bloom9e8b.html?variant=40116983824431']"
R_1675181120_HB_5,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/leona-dress-navy.html', 'leona-dress-navy4497.html?variant=40116963311663', 'leona-dress-navy2849.html?variant=40116963606575', 'leona-dress-navy1e68.html?variant=40116963541039']"
R_1675159654_HB_6,"['#', 'collections/kids.html', 'collections/kids-sale.html', 'kids-sale/products/mini-colorblock-tight.html', 'mini-colorblock-tight2a80.html?variant=1271669252', 'mini-colorblock-tight6aba.html?variant=1271669260']"
R_1675156653_HB_5,"['#', 'collections/kids.html', 'collections/kids-sale.html', 'kids-sale/products/popcorn-crew.html', 'popcorn-crew502e.html?variant=12557963231279']"
R_1675154526_HB_5,"['#', 'collections/mens.html', 'collections/mens-socks.html', 'mens-socks/products/madras-check-mens-crew.html', 'madras-check-mens-crew74fa.html?variant=40116878344239']"
R_1675183852_HB_5,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/margaret-dress-poppy.html', 'margaret-dress-poppy4a9d.html?variant=40116966785071', 'margaret-dress-poppy882b.html?variant=40116966326319', 'margaret-dress-poppy22b1.html?variant=40116966621231']"
R_1675164677_HB_4,"['#', 'collections/kids.html', 'collections/kids-sale.html', 'kids-sale/products/mini-smiley-legging.html']"
R_1675184475_HB_5,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/leona-dress-navy.html', 'leona-dress-navy1e68.html?variant=40116963541039', 'leona-dress-navy4497.html?variant=40116963311663', 'leona-dress-navy2849.html?variant=40116963606575']"
R_1675170551_HB_5,"['#', 'collections/mens.html', 'collections/mens-sale.html', 'mens-sale/products/madras-check-mens-crew.html', 'madras-check-mens-crew74fa.html?variant=40116878344239']"
R_1675185145_HB_6,"['#', 'collections/kids.html', 'collections/kids-new-arrivals.html', 'kids-new-arrivals/products/polka-dot-tight.html', 'polka-dot-tight5580.html?variant=1271670260', 'polka-dot-tight9626.html?variant=1271670256']"
R_1675164262_HB_6,"['#', 'collections/kids.html', 'collections/kids-tights-and-leggings.html', 'kids-tights-and-leggings/products/yachtsy-stripe-legging.html', 'yachtsy-stripe-leggingb94b.html?variant=1271671220', 'yachtsy-stripe-leggingd998.html?variant=1271671232']"
R_1675162344_HB_5,"['#', 'collections/mens.html', 'collections/mens-new-arrivals-1.html', 'mens-new-arrivals-1/products/dapple-mens-crew.html', 'dapple-mens-crewc2d4.html?variant=40230003769391']"
R_1675185659_HB_6,"['#', 'collections/kids.html', 'collections/kids-tights-and-leggings.html', 'kids-tights-and-leggings/products/mini-chucks-legging.html', 'mini-chucks-legging7217.html?variant=9514356211759', 'mini-chucks-leggingb91d.html?variant=9514355327023']"
R_1675163754_HB_5,"['#', 'collections/mens.html', 'collections/mens-new-arrivals-1.html', 'mens-new-arrivals-1/products/dapple-mens-crew.html', 'dapple-mens-crewad58.html?variant=40230003572783']"
R_1675162264_HB_6,"['#', 'collections/kids.html', 'collections/kids-tights-and-leggings.html', 'kids-tights-and-leggings/products/scallop-stripe-legging.html', 'scallop-stripe-legging5ab9.html?variant=1271670720', 'scallop-stripe-legging601f.html?variant=1271670724']"
R_1675172061_HB_4,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/tonal-dapple-crew-2.html', 'tonal-dapple-crew-28910.html?variant=32634067320879', 'tonal-dapple-crew-244ce.html?variant=40514823028783']"
R_1675169389_HB_6,"['#', 'collections/kids.html', 'collections/kids-tights-and-leggings.html', 'kids-tights-and-leggings/products/mini-tulip-tight.html', 'mini-tulip-tightfc5e.html?variant=1271666808', 'mini-tulip-tight9552.html?variant=1271666804']"
R_1675168670_HB_5,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/leona-dress-poppy.html', 'leona-dress-poppye912.html?variant=40116964524079', 'leona-dress-poppy4870.html?variant=40116964229167', 'leona-dress-poppyd0f2.html?variant=40116964360239']"
R_1675154539_HB_4,"['#', 'collections/mens.html', 'collections/mens-socks.html', 'mens-socks/products/louie-wool-boot-mens-crew.html']"
R_1675157133_HB_5,"['#', 'collections/womens.html', 'collections/womens-new-arrivals.html', 'womens-new-arrivals/products/cool-to-recycle-short-crew.html', 'cool-to-recycle-short-crew1fcf.html?variant=40775020412975']"
R_1675165444_HB_6,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/trouser-crew.html', 'trouser-crewdfee.html?variant=39404169003055', 'trouser-crew0b69.html?variant=5790823749', 'trouser-crew5ad8.html?variant=32695810293807', 'trouser-crew69e2.html?variant=39404169756719']"
R_1675170471_HB_6,"['#', 'collections/mens.html', 'collections/mens-socks.html', 'mens-socks/products/roma-cashmere-rib-mens-crew.html', 'roma-cashmere-rib-mens-crew021e.html?variant=9691810136111', 'roma-cashmere-rib-mens-crew8af2.html?variant=11246199537711']"
R_1675156220_HB_4,"['#', 'collections/mens.html', 'collections/mens-new-arrivals-1.html', 'mens-new-arrivals-1/products/patchwork-chunky-mens-crew.html']"
R_1675162863_HB_6,"['#', 'collections/kids.html', 'collections/kids-new-arrivals.html', 'kids-new-arrivals/products/mini-veggies-crew.html', 'mini-veggies-crew8d78.html?variant=32920697700399', 'mini-veggies-crewabdf.html?variant=32920697503791']"
R_1675167112_HB_4,"['#', 'collections/kids.html', 'collections/kids-socks.html', 'kids-socks/products/mini-sea-knee-hi.html']"
R_1675182229_HB_5,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/scout-dress-bloom.html', 'scout-dress-bloom7f69.html?variant=40116983791663', 'scout-dress-bloom4725.html?variant=40116983857199', 'scout-dress-bloom9e8b.html?variant=40116983824431']"
R_1675183719_HB_6,"['#', 'collections/kids.html', 'collections/kids-socks.html', 'kids-socks/products/mini-not-a-zig-zag-crew.html', 'mini-not-a-zig-zag-crewc7a7.html?variant=32921059426351', 'mini-not-a-zig-zag-crewbe66.html?variant=32921059360815']"
R_1675159774_HB_5,"['#', 'collections/kids.html', 'collections/kids-new-arrivals.html', 'kids-new-arrivals/products/watermelon-crew.html', 'watermelon-crew2f61.html?variant=31730531336239']"
R_1675176473_HB_3,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/wilhelm-crew.html', 'wilhelm-crew76dc.html?variant=40342296854575']"
R_1675170537_HB_6,"['#', 'collections/womens.html', 'collections/womens-new-arrivals.html', 'womens-new-arrivals/products/asha-jumpsuit-white.html', 'asha-jumpsuit-white709f.html?variant=40116961706031', 'asha-jumpsuit-white3f69.html?variant=40116962164783']"
R_1675159542_HB_5,"['#', 'collections/kids.html', 'collections/kids-socks.html', 'kids-socks/products/popcorn-crew.html', 'popcorn-crew13d2.html?variant=12557951533103']"
R_1675171779_HB_3,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/lounge-cat-tote-bag.html', 'lounge-cat-tote-bagc033.html?variant=39366737231919']"
R_1675165028_HB_6,"['#', 'collections/kids.html', 'collections/kids-socks.html', 'kids-socks/products/mini-colorblock-crew.html', 'mini-colorblock-crew380d.html?variant=31730558631983', 'mini-colorblock-crew7f27.html?variant=31730558828591']"
R_1675166501_HB_6,"['#', 'collections/womens.html', 'collections/womens-new-arrivals.html', 'womens-new-arrivals/products/leona-dress-poppy.html', 'leona-dress-poppye912.html?variant=40116964524079', 'leona-dress-poppy4870.html?variant=40116964229167']"
R_1675174122_HB_6,"['#', 'collections/womens.html', 'collections/womens-new-arrivals.html', 'womens-new-arrivals/products/trouser-crew.html', 'trouser-crewd541.html?variant=32695810326575', 'trouser-crew9cad.html?variant=39404150259759']"
R_1675165805_HB_5,"['#', 'collections/kids.html', 'collections/kids-sale.html', 'kids-sale/products/diamond-knee-sock.html', 'diamond-knee-sock560e.html?variant=12557898022959']"
R_1675172004_HB_5,"['#', 'collections/mens.html', 'collections/mens-sale.html', 'mens-sale/products/lykke-mens-crew.html', 'lykke-mens-crewf791.html?variant=32493736460335']"
R_1675159074_HB_6,"['#', 'collections/womens.html', 'collections/womens-new-arrivals.html', 'womens-new-arrivals/products/leona-dress-navy.html', 'leona-dress-navy2849.html?variant=40116963606575', 'leona-dress-navy1e68.html?variant=40116963541039']"
R_1675174314_HB_6,"['#', 'collections/kids.html', 'collections/kids-socks.html', 'kids-socks/products/watermelon-crew.html', 'watermelon-crewc7e1.html?variant=39308128878639', 'watermelon-crew2f61.html?variant=31730531336239']"
R_1675166737_HB_6,"['#', 'collections/kids.html', 'collections/kids-tights-and-leggings.html', 'kids-tights-and-leggings/products/mini-bandit-legging-1.html', 'mini-bandit-legging-13d6f.html?variant=41951843909', 'mini-bandit-legging-17739.html?variant=41951843845']"
R_1675172973_HB_5,"['#', 'collections/womens.html', 'collections/womens-new-arrivals.html', 'womens-new-arrivals/products/sustainability-rules-short-crew.html', 'sustainability-rules-short-crew6851.html?variant=40775020642351']"
R_1675168493_HB_6,"['#', 'collections/mens.html', 'collections/mens-new-arrivals-1.html', 'mens-new-arrivals-1/products/gift-card.html', 'gift-card85b2.html?variant=9782421701', 'gift-cardc285.html?variant=9782421829']"
R_1675168170_HB_6,"['#', 'collections/kids.html', 'collections/kids-new-arrivals.html', 'kids-new-arrivals/products/mini-dalmatian-crew.html', 'mini-dalmatian-crew00ef.html?variant=11265650524207', 'mini-dalmatian-crew3e77.html?variant=19632431877']"
R_1675167494_HB_5,"['#', 'collections/mens.html', 'collections/mens-new-arrivals-1.html', 'mens-new-arrivals-1/products/lykke-mens-crew.html', 'lykke-mens-crew7b29.html?variant=32493736362031']"
R_1675168346_HB_6,"['#', 'collections/kids.html', 'collections/kids-sale.html', 'kids-sale/products/nautical-stripe-tight.html', 'nautical-stripe-tight78db.html?variant=1271669912', 'nautical-stripe-tight979b.html?variant=1271669916']"
R_1675187719_HB_5,"['#', 'collections/mens.html', 'collections/mens-sale.html', 'mens-sale/products/madras-check-mens-crew.html', 'madras-check-mens-crew74fa.html?variant=40116878344239']"
R_1675174555_HB_3,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/collegiate-hearts-crew.html', 'collegiate-hearts-crew50e7.html?variant=40133892079663']"
R_1675167338_HB_6,"['#', 'collections/womens.html', 'collections/womens-new-arrivals.html', 'womens-new-arrivals/products/lila-dress.html', 'lila-dressc32e.html?variant=39245963493423', 'lila-dress9ef7.html?variant=39245963526191']"
R_1675172411_HB_6,"['#', 'collections/kids.html', 'collections/kids-socks.html', 'kids-socks/products/mini-toothcare-crew.html', 'mini-toothcare-crewa99d.html?variant=40141749190703', 'mini-toothcare-crew9e38.html?variant=12245203517487']"
R_1675160803_HB_6,"['#', 'collections/womens.html', 'collections/womens-new-arrivals.html', 'womens-new-arrivals/products/leona-dress-poppy.html', 'leona-dress-poppy4870.html?variant=40116964229167', 'leona-dress-poppyd0f2.html?variant=40116964360239']"
R_1675183126_HB_6,"['#', 'collections/kids.html', 'collections/kids-tights-and-leggings.html', 'kids-tights-and-leggings/products/mini-tulip-tight.html', 'mini-tulip-tightede5.html?variant=1271666812', 'mini-tulip-tight2344.html?variant=1271666800']"
R_1675156716_HB_6,"['#', 'collections/kids.html', 'collections/kids-sale.html', 'kids-sale/products/mini-tropicana-legging.html', 'mini-tropicana-legging3990.html?variant=41950821253', 'mini-tropicana-legging9089.html?variant=41950821125']"
R_1675164261_HB_5,"['#', 'collections/womens.html', 'collections/womens-new-arrivals.html', 'womens-new-arrivals/products/sustainability-rules-short-crew.html', 'sustainability-rules-short-crew6851.html?variant=40775020642351']"
R_1675169263_HB_6,"['#', 'collections/kids.html', 'collections/kids-socks.html', 'kids-socks/products/mini-toothcare-crew.html', 'mini-toothcare-crewa99d.html?variant=40141749190703', 'mini-toothcare-crew9e38.html?variant=12245203517487']"
R_1675172885_HB_6,"['#', 'collections/womens.html', 'collections/womens-new-arrivals.html', 'womens-new-arrivals/products/quinn-top-white.html', 'quinn-top-white7780.html?variant=40116979531823', 'quinn-top-white2323.html?variant=40116979630127']"
R_1675183643_HB_4,"['#', 'collections/mens.html', 'collections/mens-new-arrivals-1.html', 'mens-new-arrivals-1/products/northern-lights-mens-crew.html']"
R_1675159527_HB_5,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/asha-jumpsuit-navy.html', 'asha-jumpsuit-navy5fb8.html?variant=40116958855215', 'asha-jumpsuit-navy0a23.html?variant=40116958593071', 'asha-jumpsuit-navyf01f.html?variant=40116958953519']"
R_1675154525_HB_6,"['#', 'collections/kids.html', 'collections/kids-sale.html', 'kids-sale/products/nautical-stripe-tight.html', 'nautical-stripe-tight4c5e.html?variant=1271669920', 'nautical-stripe-tight78db.html?variant=1271669912']"
R_1675166940_HB_4,"['#', 'collections/mens.html', 'collections/mens-socks.html', 'mens-socks/products/louie-wool-boot-mens-crew.html']"
R_1675182250_HB_6,"['#', 'collections/womens.html', 'collections/womens-sale.html', 'womens-sale/products/lucia-pullover-1.html', 'lucia-pullover-11030.html?variant=39354383695919', 'lucia-pullover-1632e.html?variant=39354384154671']"
R_1675155907_HB_4,"['#', 'collections/kids.html', 'collections/kids-socks.html', 'kids-socks/products/mini-sea-knee-hi.html']"
R_1675166278_HB_6,"['#', 'collections/kids.html', 'collections/kids-new-arrivals.html', 'kids-new-arrivals/products/mini-ferdinand-legging.html', 'mini-ferdinand-legging2641.html?variant=32918015442991', 'mini-ferdinand-leggingf896.html?variant=32918015377455']"
R_1675181286_HB_5,"['#', 'collections/kids.html', 'collections/kids-new-arrivals.html', 'kids-new-arrivals/products/mini-pounce-crew.html', 'mini-pounce-crewbf0a.html?variant=32864375701551']"
R_1675168265_HB_6,"['#', 'collections/womens.html', 'collections/womens-new-arrivals.html', 'womens-new-arrivals/products/scout-dress-white.html', 'scout-dress-whited032.html?variant=40116983988271', 'scout-dress-white4468.html?variant=40116984086575']"
R_1675173234_HB_4,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/bougainvillea-crew.html', 'bougainvillea-crewb66c.html?variant=40342183477295', 'bougainvillea-crewa455.html?variant=40342185345071']"
R_1675164204_HB_4,"['#', 'collections/kids.html', 'collections/kids-tights-and-leggings.html', 'kids-tights-and-leggings/products/mermaid-legging.html']"
R_1675182229_HB_4,"['#', 'collections/womens.html', 'collections/womens-new-arrivals.html', 'womens-new-arrivals/products/fuzzy-caterpillar-crew.html']"
R_1675183410_HB_5,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/asha-jumpsuit-navy.html', 'asha-jumpsuit-navy0a23.html?variant=40116958593071', 'asha-jumpsuit-navyf01f.html?variant=40116958953519', 'asha-jumpsuit-navy5fb8.html?variant=40116958855215']"
R_1675156150_HB_5,"['#', 'collections/mens.html', 'collections/mens-sale.html', 'mens-sale/products/lykke-mens-crew.html', 'lykke-mens-crew7b29.html?variant=32493736362031']"
R_1675162737_HB_5,"['#', 'collections/mens.html', 'collections/mens-new-arrivals-1.html', 'mens-new-arrivals-1/products/madras-check-mens-crew.html', 'madras-check-mens-crew74fa.html?variant=40116878344239']"
R_1675172909_HB_4,"['#', 'collections/mens.html', 'collections/mens-new-arrivals-1.html', 'mens-new-arrivals-1/products/northern-lights-mens-crew.html']"
R_1675177622_HB_6,"['#', 'collections/womens.html', 'collections/womens-clothing.html', 'womens-clothing/products/penny-apron-dress-bloom.html', 'penny-apron-dress-bloom1004.html?variant=40116979171375', 'penny-apron-dress-bloomb1bf.html?variant=40116979335215']"
R_1675155773_HB_5,"['collections/womens-new-arrivals.html', 'womens-new-arrivals/products/quinn-top-white.html', 'quinn-top-white7d80.html?variant=40116979564591', 'quinn-top-white7780.html?variant=40116979531823', 'quinn-top-white2323.html?variant=40116979630127']"
R_1675167803_HB_6,"['#', 'collections/womens.html', 'collections/womens-new-arrivals.html', 'womens-new-arrivals/products/wool-trouser.html', 'wool-trouser4e11.html?variant=40303839576111', 'wool-trouser2262.html?variant=40303838789679']"
R_1675183313_HB_4,"['#', 'collections/womens.html', 'collections/womens-bags.html', 'womens-bags/products/ichigo-pita-bag.html']"
R_1675171829_HB_5,"['#', 'collections/kids.html', 'collections/kids-socks.html', 'kids-socks/products/mini-smiley-crew.html', 'mini-smiley-crewda9b.html?variant=12253217620015']"
R_1675184917_HB_6,"['#', 'collections/kids.html', 'collections/kids-socks.html', 'kids-socks/products/mini-not-a-zig-zag-crew.html', 'mini-not-a-zig-zag-crew85f9.html?variant=32921059393583', 'mini-not-a-zig-zag-crewc7a7.html?variant=32921059426351']"
