file,hrefs
R_1675073450_ES_5,"['home-decor-art/index.html', 'indexf1d4.html?sort=featured&page=2', 'index5733.html?sort=featured&page=6', '../cast-iron-skull/index.html', '#']"
R_1675213760_ES_4,"['preserved-mounted-specimens/index.html', 'preserved-specimens/index.html', '../../alligator-head/index.html', '#']"
R_1675076697_ES_6,"['preserved-mounted-specimens/index.html', 'index5733.html?sort=featured&page=6', 'index100f.html?sort=featured&page=9', 'index2681.html?sort=featured&page=11', '../silver-mouth-turban-seashell/index.html', '#']"
R_1675079659_ES_5,"['preserved-mounted-specimens/index.html', 'sea-life/index.html', 'index36c2.html?sort=featured&page=3', 'indexf1d4.html?sort=featured&page=2', '../../mako-shark-tooth/index.html']"
R_1675059318_ES_4,"['skulls-skeletons-anatomy-more/index.html', '../hanging-rousette-bat-skeleton/index.html', '#', '#']"
R_1675077472_ES_5,"['skulls-skeletons-anatomy-more/index.html', 'natural-animal-bone/index.html', 'indexf1d4.html?sort=featured&page=2', 'index1bb6.html?sort=featured&page=1', '../../rousette-bat-skeleton-in-dome/index.html']"
R_1675214230_ES_4,"['preserved-mounted-specimens/index.html', 'specimens-in-resin/index.html', 'index36c2.html?sort=featured&page=3', '../../siamese-fighting-fish-in-resin/index.html']"
R_1675050180_ES_4,"['puzzles-toys-edibles/index.html', '../parasaurolophus-3d-wooden-puzzle/index.html', '#', '#']"
R_1675053858_ES_5,"['meteorites-fossils-minerals/index.html', 'meteorites/index.html', '../../mars-rock/index.html', '#', '#']"
R_1675214625_ES_6,"['puzzles-toys-edibles/index.html', 'index36c2.html?sort=featured&page=3', 'indexb4eb.html?sort=featured&page=4', 'indexf1d4.html?sort=featured&page=2', '../mini-microscope/index.html', '#']"
R_1675083410_ES_5,"['skulls-skeletons-anatomy-more/index.html', 'index36c2.html?sort=featured&page=3', 'index1bb6.html?sort=featured&page=1', '../mini-half-muscular-anatomical-figure-male-hand-painted/index.html', '#']"
R_1675049387_ES_7,"['jewelry-clothing-accessories/index.html', 'indexf1d4.html?sort=featured&page=2', 'index1bb6.html?sort=featured&page=1', 'index36c2.html?sort=featured&page=3', 'indexb4eb.html?sort=featured&page=4', '../herkimer-diamond-solitaire-ring/index.html', '#']"
R_1675055153_ES_5,"['jewelry-clothing-accessories/index.html', 'clothing-accessories/index.html', '../../shell-coin-purse-tiger-cowrie/index.html', '#', '#']"
R_1675055365_ES_5,"['meteorites-fossils-minerals/index.html', 'minerals/index.html', '../../chevron-amethyst-hearts/index.html', '#', '#']"
R_1675049792_ES_5,"['premium-collection/index.html', 'minerals-meteorites/index.html', '../../seymchan-pallasite-meteorite/index.html', '#', '#']"
R_1675078469_ES_5,"['puzzles-toys-edibles/index.html', 'indexb4eb.html?sort=featured&page=4', '../larvet-snack/index.html', '#', '#']"
R_1675079299_ES_4,"['puzzles-toys-edibles/index.html', 'candies-snacks/index.html', '../../chocolate-scorpion-dessert/index.html', '#']"
R_1675082550_ES_5,"['puzzles-toys-edibles/index.html', 'indexb4eb.html?sort=featured&page=4', '../anatomical-snap-together-kit-muscle-man/index.html', '#', '#']"
R_1675075281_ES_4,"['preserved-mounted-specimens/index.html', 'taxidermy/index.html', '../../framed-java-pipistrelle-bat/index.html', '#']"
R_1675052129_ES_5,"['meteorites-fossils-minerals/index.html', 'fossils/index.html', '../../dinosaur-bone-rough/index.html', '#', '#']"
R_1675049101_ES_5,"['jewelry-clothing-accessories/index.html', 'jewelry/index.html', '../../moth-earrings-urania-ripheus-top-wing/index.html', '#', '#']"
R_1675081253_ES_6,"['puzzles-toys-edibles/index.html', 'indexb4eb.html?sort=featured&page=4', 'indexf1d4.html?sort=featured&page=2', 'index1bb6.html?sort=featured&page=1', '../owl-3d-wooden-puzzle/index.html', '#']"
R_1675221022_ES_5,"['puzzles-toys-edibles/index.html', 'indexf1d4.html?sort=featured&page=2', 'index1bb6.html?sort=featured&page=1', '../tiny-stegosaurus/index.html', '#']"
R_1675054651_ES_3,"['premium-collection/index.html', '../white-tail-deer/index.html', '#']"
R_1675076694_ES_4,"['meteorites-fossils-minerals/index.html', 'fossils/index.html', 'indexf1d4.html?sort=featured&page=2', '../../megalodon-shark-tooth-small/index.html']"
R_1675051366_ES_5,"['preserved-mounted-specimens/index.html', 'sea-life/index.html', '../../shortfin-mako-shark-jaw/index.html', '#', '#']"
R_1675083837_ES_5,"['premium-collection/index.html', 'indexf1d4.html?sort=featured&page=2', '../campo-del-cielo-meteorite-16lbs/index.html', '#', '#']"
R_1675058687_ES_4,"['home-decor-art/index.html', '../bottle-bear-bear-bottle-stopper/index.html', '#', '#']"
R_1675076312_ES_5,"['meteorites-fossils-minerals/index.html', 'index36c2.html?sort=featured&page=3', '../polished-whole-ammonite/index.html', '#', '#']"
R_1675085620_ES_5,"['home-decor-art/index.html', 'indexf1d4.html?sort=featured&page=2', '../greeting-card/index.html', '#', '#']"
R_1675088001_ES_4,"['skulls-skeletons-anatomy-more/index.html', 'natural-animal-bone/index.html', 'indexf1d4.html?sort=featured&page=2', '../../rabbit-skeleton/index.html']"
R_1675073701_ES_5,"['meteorites-fossils-minerals/index.html', 'index17d2.html?sort=featured&page=5', 'index1bb6.html?sort=featured&page=1', '../sikhote-alin-meteorite/index.html', '#']"
R_1675076853_ES_5,"['jewelry-clothing-accessories/index.html', 'jewelry/index.html', 'indexf1d4.html?sort=featured&page=2', 'index1bb6.html?sort=featured&page=1', '../../small-skull-post-earrings/index.html']"
R_1675050821_ES_5,"['jewelry-clothing-accessories/index.html', 'index36c2.html?sort=featured&page=3', '../butterfly-earrings-ornithoptera-priamus-poseidon/index.html', '#', '#']"
R_1675052824_ES_5,"['preserved-mounted-specimens/index.html', 'indexf1d4.html?sort=featured&page=2', '../bull-shark-tooth/index.html', '#', '#']"
R_1675074856_ES_5,"['skulls-skeletons-anatomy-more/index.html', 'indexf1d4.html?sort=featured&page=2', '../raccoon-penis-bone/index.html', '#', '#']"
R_1675079065_ES_6,"['meteorites-fossils-minerals/index.html', 'indexf1d4.html?sort=featured&page=2', 'index1bb6.html?sort=featured&page=1', 'index36c2.html?sort=featured&page=3', '../rough-quartz/index.html', '#']"
R_1675047216_ES_5,"['home-decor-art/index.html', 'tabletop-bath/index.html', '../../red-cedar-incense/index.html', '#', '#']"
R_1675052594_ES_3,"['premium-collection/index.html', '../artic-fox/index.html', '#']"
R_1675074251_ES_5,"['home-decor-art/index.html', 'index5733.html?sort=featured&page=6', 'index36c2.html?sort=featured&page=3', '../skull-shot-glass/index.html', '#']"
R_1675217763_ES_4,"['jewelry-clothing-accessories/index.html', 'jewelry/index.html', 'index36c2.html?sort=featured&page=3', '../../childrens-ring-spiny-spider/index.html']"
R_1675049721_ES_5,"['premium-collection/index.html', 'entomology/index.html', '../../blue-butterfly-starburst/index.html', '#', '#']"
R_1675218147_ES_5,"['home-decor-art/index.html', 'desk-study/index.html', 'index36c2.html?sort=featured&page=3', 'index1bb6.html?sort=featured&page=1', '../../skull-scissors/index.html']"
R_1675076254_ES_5,"['premium-collection/index.html', 'indexf1d4.html?sort=featured&page=2', 'index1bb6.html?sort=featured&page=1', '../white-bantam-rooster/index.html', '#']"
R_1675053707_ES_6,"['meteorites-fossils-minerals/index.html', 'indexf1d4.html?sort=featured&page=2', 'index17d2.html?sort=featured&page=5', '../brazilian-agate-geode/index.html', '#', '#']"
R_1675081072_ES_4,"['preserved-mounted-specimens/index.html', 'preserved-specimens/index.html', '../../alligator-head/index.html', '#']"
R_1675219595_ES_4,"['preserved-mounted-specimens/index.html', 'preserved-specimens/index.html', '../../red-eared-slider-turtle-shell/index.html', '#']"
R_1675080227_ES_5,"['meteorites-fossils-minerals/index.html', 'indexf1d4.html?sort=featured&page=2', 'index36c2.html?sort=featured&page=3', '../rough-rose-quartz/index.html', '#']"
R_1675084527_ES_4,"['skulls-skeletons-anatomy-more/index.html', 'replica-human-bone/index.html', '../../adult-human-skull-asian-male/index.html', '#']"
R_1675050973_ES_5,"['home-decor-art/index.html', '../preserved-mounted-specimens/domes/index.html', '../../bell-jar-light/index.html', '#', '#']"
R_1675057554_ES_5,"['meteorites-fossils-minerals/index.html', 'indexf1d4.html?sort=featured&page=2', '../polished-hematite/index.html', '#', '#']"
R_1675051251_ES_4,"['skulls-skeletons-anatomy-more/index.html', '../mini-muscular-anatomical-figure-male-hand-painted/index.html', '#', '#']"
R_1675046497_ES_5,"['home-decor-art/index.html', 'indexb4eb.html?sort=featured&page=4', '../albertus-seba-print-vol-1-plate-63/index.html', '#', '#']"
R_1675053188_ES_5,"['meteorites-fossils-minerals/index.html', 'minerals/index.html', '../../unique-titanium-coated-quartz-cluster/index.html', '#', '#']"
R_1675054703_ES_3,"['premium-collection/index.html', '../juvenile-racoon/index.html', '#']"
R_1675079401_ES_5,"['jewelry-clothing-accessories/index.html', 'indexb4eb.html?sort=featured&page=4', 'index1bb6.html?sort=featured&page=1', '../magnifying-glass-necklace/index.html', '#']"
R_1675046945_ES_5,"['jewelry-clothing-accessories/index.html', 'jewelry/index.html', '../../campo-del-cielo-meteorite-earrings/index.html', '#', '#']"
R_1675054885_ES_5,"['puzzles-toys-edibles/index.html', 'candies-snacks/index.html', '../../larvet-snack/index.html', '#', '#']"
R_1675056287_ES_5,"['skulls-skeletons-anatomy-more/index.html', 'replica-human-bone/index.html', '../../human-child-skull-replica/index.html', '#', '#']"
R_1675075596_ES_5,"['jewelry-clothing-accessories/index.html', 'indexf1d4.html?sort=featured&page=2', '../shell-coin-purse-white-cockle/index.html', '#', '#']"
R_1675084859_ES_5,"['premium-collection/index.html', 'indexf1d4.html?sort=featured&page=2', 'index1bb6.html?sort=featured&page=1', '../blue-butterfly-starburst/index.html', '#']"
R_1675212592_ES_5,"['home-decor-art/index.html', 'indexf1d4.html?sort=featured&page=2', 'index5733.html?sort=featured&page=6', '../small-skull-head/index.html', '#']"
R_1675084774_ES_5,"['jewelry-clothing-accessories/index.html', 'jewelry/index.html', 'indexf1d4.html?sort=featured&page=2', 'index36c2.html?sort=featured&page=3', '../../horseshoe-crab-dangling-earrings/index.html']"
R_1675077246_ES_5,"['meteorites-fossils-minerals/index.html', 'index36c2.html?sort=featured&page=3', '../tumbled-sodolite/index.html', '#', '#']"
R_1675216310_ES_8,"['meteorites-fossils-minerals/index.html', 'indexf1d4.html?sort=featured&page=2', 'index36c2.html?sort=featured&page=3', 'index1bb6.html?sort=featured&page=1', 'index17d2.html?sort=featured&page=5', 'indexb4eb.html?sort=featured&page=4', '../malachite-egg/index.html', '#']"
R_1675081367_ES_5,"['jewelry-clothing-accessories/index.html', 'indexb4eb.html?sort=featured&page=4', '../evolution-skull-tote-bag/index.html', '#', '#']"
R_1675076656_ES_5,"['home-decor-art/index.html', 'indexf1d4.html?sort=featured&page=2', 'index5733.html?sort=featured&page=6', '../miniature-human-skull/index.html', '#']"
R_1675214241_ES_5,"['skulls-skeletons-anatomy-more/index.html', 'anatomical-models/index.html', 'indexf1d4.html?sort=featured&page=2', 'index1bb6.html?sort=featured&page=1', '../../disarticulated-human-skeleton-model-painted/index.html']"
R_1675216905_ES_5,"['preserved-mounted-specimens/index.html', 'indexb4eb.html?sort=featured&page=4', '../tessellate-cone-seashell/index.html', '#', '#']"
R_1675079134_ES_4,"['preserved-mounted-specimens/index.html', 'specimens-in-resin/index.html', 'indexf1d4.html?sort=featured&page=2', '../../butterfly-in-resin-common-bluebottle/index.html']"
R_1675052767_ES_5,"['home-decor-art/index.html', 'rugs/index.html', '../../tiger-rug/index.html', '#', '#']"
R_1675047087_ES_5,"['premium-collection/index.html', 'minerals-meteorites/index.html', '../../large-campo-del-cielo-meteorite/index.html', '#', '#']"
R_1675048864_ES_5,"['jewelry-clothing-accessories/index.html', 'clothing-accessories/index.html', '../../evolution-skull-t-shirt/index.html', '#', '#']"
R_1675051849_ES_5,"['meteorites-fossils-minerals/index.html', 'indexb4eb.html?sort=featured&page=4', '../mini-mineral-gemstone-collection-12pc/index.html', '#', '#']"
R_1675051880_ES_5,"['jewelry-clothing-accessories/index.html', 'indexf1d4.html?sort=featured&page=2', '../skull-bracelet-small/index.html', '#', '#']"
R_1675058645_ES_5,"['puzzles-toys-edibles/index.html', 'indexf1d4.html?sort=featured&page=2', '../glass-eye-cheetah/index.html', '#', '#']"
R_1675082521_ES_4,"['home-decor-art/index.html', 'desk-study/globes/index.html', 'indexf1d4.html?sort=featured&page=2', '../../../solar-powered-copper-and-black-globe/index.html']"
R_1675074400_ES_4,"['puzzles-toys-edibles/index.html', 'other-toys/index.html', '../../glass-eye-yellow-reptile/index.html', '#']"
R_1675079960_ES_5,"['meteorites-fossils-minerals/index.html', 'minerals/index.html', 'indexf1d4.html?sort=featured&page=2', 'index1bb6.html?sort=featured&page=1', '../../polished-hematite/index.html']"
R_1675087242_ES_4,"['premium-collection/index.html', 'minerals-meteorites/index.html', '../../campo-del-cielo-meteorite-20lbs/index.html', '#']"
R_1675075149_ES_5,"['preserved-mounted-specimens/index.html', 'indexf1d4.html?sort=featured&page=2', '../gray-bonnet-seashell/index.html', '#', '#']"
R_1675088185_ES_5,"['jewelry-clothing-accessories/index.html', 'indexb4eb.html?sort=featured&page=4', 'index36c2.html?sort=featured&page=3', '../double-hanging-skull-earrings/index.html', '#']"
R_1675054007_ES_5,"['meteorites-fossils-minerals/index.html', 'minerals/index.html', '../../sierra-picture-sandstone-slab/index.html', '#', '#']"
R_1675074293_ES_4,"['preserved-mounted-specimens/index.html', 'taxidermy/index.html', '../../black-mouse/index.html', '#']"
R_1675056833_ES_5,"['jewelry-clothing-accessories/index.html', 'indexf1d4.html?sort=featured&page=2', '../moth-earrings-urania-ripheus-top-wing/index.html', '#', '#']"
R_1675082591_ES_6,"['meteorites-fossils-minerals/index.html', 'index36c2.html?sort=featured&page=3', 'indexf1d4.html?sort=featured&page=2', 'index1bb6.html?sort=featured&page=1', '../sikhote-alin-meteorite/index.html', '#']"
R_1675078845_ES_4,"['jewelry-clothing-accessories/index.html', 'jewelry/index.html', 'indexf1d4.html?sort=featured&page=2', '../../butterfly-necklace-morpho-sulkowskyi/index.html']"
R_1675215883_ES_5,"['premium-collection/index.html', 'indexf1d4.html?sort=featured&page=2', 'index1bb6.html?sort=featured&page=1', '../blue-butterfly-starburst/index.html', '#']"
R_1675079064_ES_7,"['preserved-mounted-specimens/index.html', 'specimens-in-resin/index.html', 'index36c2.html?sort=featured&page=3', 'indexb4eb.html?sort=featured&page=4', 'indexf1d4.html?sort=featured&page=2', 'index1bb6.html?sort=featured&page=1', '../../glow-in-the-dark-bat-paperweight/index.html']"
R_1675217248_ES_5,"['meteorites-fossils-minerals/index.html', 'indexf1d4.html?sort=featured&page=2', 'index36c2.html?sort=featured&page=3', '../small-hematite-magnet/index.html', '#']"
R_1675053238_ES_7,"['home-decor-art/index.html', 'index17d2.html?sort=featured&page=5', 'indexabb9.html?sort=featured&page=7', 'indexf1d4.html?sort=featured&page=2', '../artists-hand/index.html', '#', '#']"
R_1675216192_ES_4,"['jewelry-clothing-accessories/index.html', 'jewelry/index.html', 'index36c2.html?sort=featured&page=3', '../../childrens-ring-blonde-scorpion-glow-in-the-dark/index.html']"
R_1675212692_ES_5,"['meteorites-fossils-minerals/index.html', 'indexf1d4.html?sort=featured&page=2', '../chevron-amethyst-hearts/index.html', '#', '#']"
R_1675078248_ES_4,"['puzzles-toys-edibles/index.html', 'candies-snacks/index.html', '../../chocolate-ant-wafers/index.html', '#']"
R_1675212830_ES_5,"['home-decor-art/index.html', 'indexb4eb.html?sort=featured&page=4', 'indexf1d4.html?sort=featured&page=2', '../victorian-dome-watch/index.html', '#']"
R_1675219125_ES_5,"['puzzles-toys-edibles/index.html', 'indexf1d4.html?sort=featured&page=2', 'index36c2.html?sort=featured&page=3', '../anatomical-snap-together-kit-triceratops/index.html', '#']"
R_1675077000_ES_5,"['premium-collection/index.html', 'indexf1d4.html?sort=featured&page=2', '../giant-giant-blue-morpho-display/index.html', '#', '#']"
R_1675076530_ES_6,"['home-decor-art/index.html', 'indexf1d4.html?sort=featured&page=2', 'index1bb6.html?sort=featured&page=1', 'index17d2.html?sort=featured&page=5', '../saturn-globe/index.html', '#']"
R_1675074316_ES_4,"['meteorites-fossils-minerals/index.html', 'minerals/index.html', 'indexf1d4.html?sort=featured&page=2', '../../fluorite-point/index.html']"
R_1675073700_ES_4,"['home-decor-art/index.html', 'art-artifacts/index.html', '../../mini-shrunken-head/index.html', '#']"
R_1675084627_ES_4,"['preserved-mounted-specimens/index.html', 'preserved-specimens/index.html', '../../shark-in-a-jar/index.html', '#']"
R_1675082122_ES_5,"['preserved-mounted-specimens/index.html', 'index36c2.html?sort=featured&page=3', '../orion-cecropian-butterfly-historis-odius-underside/index.html', '#', '#']"
R_1675085534_ES_5,"['preserved-mounted-specimens/index.html', 'index5733.html?sort=featured&page=6', '../western-blue-charaxes-butterfly-charaxes-smaragdalis/index.html', '#', '#']"
R_1675077315_ES_4,"['meteorites-fossils-minerals/index.html', 'fossils/index.html', 'indexf1d4.html?sort=featured&page=2', '../../mini-fossil-collection-8pc/index.html']"
R_1675050597_ES_5,"['puzzles-toys-edibles/index.html', 'indexf1d4.html?sort=featured&page=2', '../anatomical-snap-together-kit-dolphin/index.html', '#', '#']"
R_1675050845_ES_5,"['home-decor-art/index.html', 'tabletop-bath/index.html', '../../death-by-wine-skull-wine-stopper/index.html', '#', '#']"
R_1675056547_ES_4,"['puzzles-toys-edibles/index.html', '../waxed-planter/index.html', '#', '#']"
R_1675075917_ES_4,"['meteorites-fossils-minerals/index.html', 'minerals/index.html', 'indexf1d4.html?sort=featured&page=2', '../../malachite-egg/index.html']"
R_1675053154_ES_4,"['premium-collection/index.html', 'taxidermy-specimens/index.html', '../../badger/index.html', '#']"
R_1675086287_ES_4,"['meteorites-fossils-minerals/index.html', 'meteorites/index.html', '../../campo-del-cielo-meteorite-in-a-vial/index.html', '#']"
R_1675053224_ES_4,"['premium-collection/index.html', '../framed-fossil-fish-mural-small/index.html', '#', '#']"
R_1675059539_ES_5,"['preserved-mounted-specimens/index.html', 'preserved-specimens/index.html', '../../map-turtle-shell/index.html', '#', '#']"
R_1675074974_ES_5,"['preserved-mounted-specimens/index.html', 'index5733.html?sort=featured&page=6', '../pereute-butterfly-pereute-callinira/index.html', '#', '#']"
R_1675082647_ES_7,"['home-decor-art/index.html', 'index5733.html?sort=featured&page=6', 'index7f98.html?sort=featured&page=10', 'index2681.html?sort=featured&page=11', 'index8ec3.html?sort=featured&page=8', '../albertus-seba-print-vol-3-plate-79/index.html', '#']"
R_1675079880_ES_4,"['premium-collection/index.html', 'fossils/index.html', '../../neolithic-point/index.html', '#']"
R_1675077854_ES_4,"['meteorites-fossils-minerals/index.html', 'meteorites/index.html', '../../sikhote-alin-meteorite-in-a-vial/index.html', '#']"
R_1675216552_ES_5,"['skulls-skeletons-anatomy-more/index.html', 'anatomical-models/index.html', 'indexf1d4.html?sort=featured&page=2', 'index1bb6.html?sort=featured&page=1', '../../anatomical-figure-male-hand-painted/index.html']"
R_1675215644_ES_4,"['puzzles-toys-edibles/index.html', 'candies-snacks/index.html', '../../cricket-snack/index.html', '#']"
R_1675078142_ES_4,"['home-decor-art/index.html', '../preserved-mounted-specimens/domes/index.html', '../../bell-jar-light/index.html', '#']"
R_1675045929_ES_4,"['puzzles-toys-edibles/index.html', '../t-rex-3d-wooden-puzzle/index.html', '#', '#']"
R_1675212883_ES_5,"['preserved-mounted-specimens/index.html', 'indexf1d4.html?sort=featured&page=2', '../arrowhead-sand-dollar-seashell/index.html', '#', '#']"
R_1675053711_ES_5,"['skulls-skeletons-anatomy-more/index.html', 'anatomical-models/index.html', '../../phrenology-head/index.html', '#', '#']"
R_1675077550_ES_5,"['puzzles-toys-edibles/index.html', 'indexf1d4.html?sort=featured&page=2', '../metal-stegosaurus-skeleton-kit/index.html', '#', '#']"
R_1675055222_ES_4,"['jewelry-clothing-accessories/index.html', '../pewter-skull-necklace/index.html', '#', '#']"
R_1675048025_ES_5,"['jewelry-clothing-accessories/index.html', 'jewelry/index.html', '../../skeletal-hand-ring/index.html', '#', '#']"
R_1675217004_ES_5,"['premium-collection/index.html', 'indexf1d4.html?sort=featured&page=2', '../campo-del-cielo-meteorite-16lbs/index.html', '#', '#']"
R_1675216121_ES_4,"['jewelry-clothing-accessories/index.html', 'jewelry/index.html', 'index36c2.html?sort=featured&page=3', '../../childrens-ring-beetle/index.html']"
R_1675051187_ES_5,"['puzzles-toys-edibles/index.html', 'puzzles-models/index.html', '../../shark-3d-wooden-puzzle/index.html', '#', '#']"
R_1675075908_ES_5,"['jewelry-clothing-accessories/index.html', 'index36c2.html?sort=featured&page=3', '../sunset-moth-wing-necklace-underside/index.html', '#', '#']"
R_1675215237_ES_5,"['premium-collection/index.html', 'indexf1d4.html?sort=featured&page=2', 'index1bb6.html?sort=featured&page=1', '../silver-fox/index.html', '#']"
R_1675213018_ES_4,"['puzzles-toys-edibles/index.html', 'other-toys/index.html', '../../glass-eye-cheetah/index.html', '#']"
R_1675052184_ES_5,"['skulls-skeletons-anatomy-more/index.html', 'anatomical-models/index.html', '../../anatomical-figure-female-hand-painted/index.html', '#', '#']"
R_1675217127_ES_4,"['meteorites-fossils-minerals/index.html', 'minerals/index.html', 'indexf1d4.html?sort=featured&page=2', '../../fluorite-point/index.html']"
R_1675047980_ES_5,"['puzzles-toys-edibles/index.html', 'indexf1d4.html?sort=featured&page=2', '../tiny-triceratops/index.html', '#', '#']"
R_1675050462_ES_5,"['home-decor-art/index.html', 'tabletop-bath/index.html', '../../skull-shot-glass/index.html', '#', '#']"
R_1675079234_ES_4,"['puzzles-toys-edibles/index.html', 'other-toys/index.html', '../../glass-eye-cheetah/index.html', '#']"
R_1675054777_ES_6,"['skulls-skeletons-anatomy-more/index.html', 'indexf1d4.html?sort=featured&page=2', 'index36c2.html?sort=featured&page=3', '../dog-skeleton/index.html', '#', '#']"
R_1675074623_ES_5,"['home-decor-art/index.html', 'indexf1d4.html?sort=featured&page=2', '../black-organic-oil-skull-soaps-3-pack/index.html', '#', '#']"
R_1675054965_ES_4,"['meteorites-fossils-minerals/index.html', '../sikhote-alin-meteorite/index.html', '#', '#']"
R_1675077535_ES_4,"['preserved-mounted-specimens/index.html', 'specimens-in-resin/index.html', 'indexf1d4.html?sort=featured&page=2', '../../leaf-phyllotaxy/index.html']"
R_1675074693_ES_7,"['skulls-skeletons-anatomy-more/index.html', 'indexb4eb.html?sort=featured&page=4', 'index36c2.html?sort=featured&page=3', 'indexf1d4.html?sort=featured&page=2', 'index1bb6.html?sort=featured&page=1', '../flexible-human-skeleton-model/index.html', '#']"
R_1675077159_ES_4,"['skulls-skeletons-anatomy-more/index.html', 'natural-animal-bone/index.html', 'indexf1d4.html?sort=featured&page=2', '../../skunk-skull/index.html']"
R_1675079144_ES_4,"['jewelry-clothing-accessories/index.html', 'clothing-accessories/index.html', '../../shell-coin-purse-green-argy/index.html', '#']"
R_1675083885_ES_4,"['home-decor-art/index.html', '../preserved-mounted-specimens/domes/index.html', '../../bell-jar-light/index.html', '#']"
R_1675214964_ES_5,"['puzzles-toys-edibles/index.html', 'index36c2.html?sort=featured&page=3', '../metal-apollo-lunar-lander-kit/index.html', '#', '#']"
R_1675075181_ES_4,"['jewelry-clothing-accessories/index.html', 'clothing-accessories/index.html', '../../blonde-scorpion-keychain/index.html', '#']"
R_1675085246_ES_5,"['premium-collection/index.html', 'indexf1d4.html?sort=featured&page=2', 'index1bb6.html?sort=featured&page=1', '../rhino-beetle-dome/index.html', '#']"
R_1675059473_ES_3,"['premium-collection/index.html', '../muntjac/index.html', '#']"
R_1675075979_ES_4,"['jewelry-clothing-accessories/index.html', 'jewelry/index.html', 'indexf1d4.html?sort=featured&page=2', '../../moth-earrings-urania-ripheus/index.html']"
R_1675218651_ES_5,"['jewelry-clothing-accessories/index.html', 'indexf1d4.html?sort=featured&page=2', '../capital-vices-lip-balm/index.html', '#', '#']"
R_1675049614_ES_7,"['preserved-mounted-specimens/index.html', 'index17d2.html?sort=featured&page=5', 'index5733.html?sort=featured&page=6', 'indexabb9.html?sort=featured&page=7', 'index2681.html?sort=featured&page=11', '../sundial-seashell/index.html', '#']"
R_1675213405_ES_5,"['premium-collection/index.html', 'indexf1d4.html?sort=featured&page=2', 'index1bb6.html?sort=featured&page=1', '../neolithic-point/index.html', '#']"
R_1675216016_ES_5,"['meteorites-fossils-minerals/index.html', 'indexf1d4.html?sort=featured&page=2', '../lab-grown-bismuth-crystal-uk/index.html', '#', '#']"
R_1675047994_ES_5,"['preserved-mounted-specimens/index.html', 'taxidermy/index.html', '../../american-red-squirrel-tamiasciurus-hudsonicus/index.html', '#', '#']"
R_1675045991_ES_5,"['skulls-skeletons-anatomy-more/index.html', 'replica-extinct-animal-bone/index.html', '../../replica-sabertooth-cat-tooth-smilodon/index.html', '#', '#']"
R_1675087419_ES_5,"['jewelry-clothing-accessories/index.html', 'indexb4eb.html?sort=featured&page=4', '../evolution-skull-tank-top/index.html', '#', '#']"
R_1675081838_ES_5,"['home-decor-art/index.html', 'indexf1d4.html?sort=featured&page=2', 'index1bb6.html?sort=featured&page=1', '../the-age-of-exploration-keepsake/index.html', '#']"
R_1675081523_ES_5,"['preserved-mounted-specimens/index.html', 'indexb4eb.html?sort=featured&page=4', 'indexabb9.html?sort=featured&page=7', '../citrus-butterfly-papilio-demodocus-underside/index.html', '#']"
R_1675053475_ES_5,"['skulls-skeletons-anatomy-more/index.html', 'natural-animal-bone/index.html', '../../rat-skeleton/index.html', '#', '#']"
R_1675078010_ES_4,"['premium-collection/index.html', 'entomology/index.html', '../../blue-butterfly-starburst/index.html', '#']"
R_1675051138_ES_3,"['premium-collection/index.html', '../ermine/index.html', '#']"
R_1675214306_ES_4,"['puzzles-toys-edibles/index.html', 'other-toys/index.html', '../../grow-it-kits/index.html', '#']"
R_1675052832_ES_6,"['meteorites-fossils-minerals/index.html', 'index36c2.html?sort=featured&page=3', 'index1bb6.html?sort=featured&page=1', '../ridged-ammonite-douvilleiceras/index.html', '#', '#']"
R_1675083183_ES_5,"['preserved-mounted-specimens/index.html', 'index36c2.html?sort=featured&page=3', '../frosted-mimic-white-butterfly-lieinix-nemesis/index.html', '#', '#']"
R_1675079590_ES_5,"['home-decor-art/index.html', 'desk-study/globes/index.html', 'indexf1d4.html?sort=featured&page=2', 'index1bb6.html?sort=featured&page=1', '../../../vaugondy-1745-classic-globe-stand/index.html']"
R_1675213844_ES_6,"['meteorites-fossils-minerals/index.html', 'index36c2.html?sort=featured&page=3', 'indexb4eb.html?sort=featured&page=4', 'index17d2.html?sort=featured&page=5', '../mars-rock/index.html', '#']"
R_1675049114_ES_4,"['home-decor-art/index.html', '../a-correlated-history-of-matter/index.html', '#', '#']"
R_1675046730_ES_5,"['home-decor-art/index.html', 'art-artifacts/index.html', '../../shrunken-head/index.html', '#', '#']"
R_1675080892_ES_4,"['home-decor-art/index.html', 'desk-study/globes/index.html', 'indexf1d4.html?sort=featured&page=2', '../../../metallic-globe/index.html']"
R_1675075845_ES_4,"['meteorites-fossils-minerals/index.html', 'minerals/index.html', 'indexf1d4.html?sort=featured&page=2', '../../small-hematite-magnet/index.html']"
R_1675075597_ES_4,"['preserved-mounted-specimens/index.html', 'taxidermy/index.html', '../../rattlesnake-head/index.html', '#']"
R_1675047320_ES_5,"['puzzles-toys-edibles/index.html', 'candies-snacks/index.html', '../../larvet-snack/index.html', '#', '#']"
R_1675076777_ES_7,"['home-decor-art/index.html', 'index17d2.html?sort=featured&page=5', 'index7f98.html?sort=featured&page=10', 'indexabb9.html?sort=featured&page=7', 'indexf1d4.html?sort=featured&page=2', '../spider-web/index.html', '#']"
