file,hrefs
R_1674854796_SA_3,"['collections/pillowcases.html', 'pillowcases/products/pillowcase-girl.html', '#']"
R_1674845892_SA_2,"['collections/chore-charts.html', 'chore-charts/products/handwriting-practice-notepad-green.html']"
R_1674856954_SA_2,"['collections/name-labels.html', 'name-labels/products/name-labels-solid-blues.html']"
R_1674851332_SA_6,"['collections/blankets.html', 'blankets/products/personalized-swaddle-blanket-handwriting-font.html', '#2', '#6', '#4', '#1']"
R_1674858163_SA_6,"['collections/chore-charts.html', 'chore-charts/products/custom-chore-chart-notepad-girl.html', '#3', '#2', '#79', '#1']"
R_1674845713_SA_3,"['collections/puzzles.html', 'puzzles/products/personalized-puzzle-superhero-boy.html', '#']"
R_1674857330_SA_3,"['collections/pillowcases.html', 'pillowcases/products/standard-pillowcase-princess.html', '#']"
R_1674860641_SA_2,"['collections/return-address-labels.html', 'return-address-labels/products/return-address-labels-silhouette-family.html']"
R_1674846633_SA_2,"['collections/note-cards.html', 'note-cards/products/personalized-note-cards-papaya-dots.html']"
R_1674857451_SA_4,"['collections/name-labels.html', 'name-labels/products/name-labels-ballerina.html', '#1', '#2']"
R_1674845558_SA_4,"['collections/chore-charts.html', 'chore-charts/products/handwriting-practice-notepad-papaya.html', '#2', '#1']"
R_1674856742_SA_5,"['collections/puzzles.html', 'puzzles/products/personalized-puzzle-bunny.html', 'puzzles/products/personalized-puzzle-race-car.html', '#1', '#2']"
R_1674847654_SA_6,"['collections/blankets.html', 'blankets/products/personalized-blanket-cursive-font.html', '#32', '#2', '#4', '#30']"
R_1674859957_SA_4,"['collections/name-labels.html', 'name-labels/products/name-labels-yellow-chevron.html', '#2', '#1']"
R_1674847824_SA_2,"['collections/gift-labels.html', 'gift-labels/products/gift-labels-butterfly.html']"
R_1674861410_SA_6,"['collections/note-cards.html', 'note-cards/products/personalized-race-car-note-cards.html', 'note-cards/products/personalized-note-cards-elizabeth.html', '#4', '#2', '#3']"
R_1674856935_SA_6,"['collections/blankets.html', 'blankets/products/personalized-blanket-handwriting-font.html', '#7', '#2', '#4', '#5']"
R_1674845243_SA_3,"['collections/ceramic-mugs.html', 'ceramic-mugs/products/ceramic-mug-superhero-girl.html', '#']"
R_1674850871_SA_3,"['collections/gift-labels.html', 'gift-labels/products/personalized-gift-labels-choose-your-silhouette-boy.html', '#1']"
R_1674846714_SA_6,"['collections/return-address-labels.html', 'return-address-labels/products/return-address-labels-silhouette-family-circle.html', '#1', '#6', '#2', '#4']"
R_1674860145_SA_4,"['collections/note-cards.html', 'note-cards/products/personalized-note-cards-grace.html', '#1', '#2']"
R_1674847888_SA_3,"['collections/teacher-gifts.html', 'teacher-gifts/products/personalized-teacher-notepad-school-days.html', '#1']"
R_1674844016_SA_2,"['collections/chore-charts.html', 'chore-charts/products/chore-chart-notepad-unicorn.html']"
R_1674844182_SA_6,"['collections/tote-bags.html', 'tote-bags/products/personalized-tote-bag-ghost.html', '#5', '#1', '#3', '#4']"
R_1674851023_SA_2,"['collections/name-labels.html', 'name-labels/products/name-labels-solid-cheerful.html']"
R_1674851381_SA_6,"['collections/blankets.html', 'blankets/products/personalized-blanket-handwriting-font.html', '#9', '#7', '#2', '#5']"
R_1674853044_SA_4,"['collections/name-labels.html', 'name-labels/products/name-labels-ballerina.html', '#1', '#2']"
R_1674845427_SA_2,"['collections/teacher-gifts.html', 'teacher-gifts/products/personalized-teacher-notepad-red-school-uniforms-1.html']"
R_1674845390_SA_4,"['collections/return-address-labels.html', 'return-address-labels/products/copy-of-return-address-labels-floral-circle.html', '#2', '#1']"
R_1674849115_SA_2,"['collections/camp-mugs.html', 'camp-mugs/products/camp-mug-firetruck.html']"
R_1674853599_SA_5,"['collections/placemats.html', 'placemats/products/personalized-kids-placemat-llama.html', 'placemats/products/personalized-kids-placemat-castle.html', '#1', '#2']"
R_1674847422_SA_2,"['collections/chore-charts.html', 'chore-charts/products/custom-chore-chart-notepad-owl.html']"
R_1674849494_SA_4,"['collections/pillowcases.html', 'pillowcases/products/standard-pillowcase-pink-unicorn.html', '#1', '#2']"
R_1674849323_SA_2,"['collections/puzzles.html', 'puzzles/products/personalized-puzzle-fire-truck.html']"
R_1674868330_SA_6,"['collections/blankets.html', 'blankets/products/personalized-swaddle-blanket-handwriting-font.html', '#1', '#5', '#7', '#4']"
R_1674847489_SA_4,"['collections/chore-charts.html', 'chore-charts/products/chore-chart-notepad-outer-space.html', '#1', '#2']"
R_1674852551_SA_2,"['collections/camp-mugs.html', 'camp-mugs/products/camp-mug-ladybug.html']"
R_1674845735_SA_4,"['collections/name-labels.html', 'name-labels/products/name-labels-rainbow-unicorn.html', '#1', '#2']"
R_1674852883_SA_2,"['collections/gift-labels.html', 'gift-labels/products/gift-labels-fire-truck.html']"
R_1674845116_SA_6,"['collections/name-labels.html', 'name-labels/products/name-labels-fire-truck.html', '#3', '#2', '#4', '#1']"
R_1674856584_SA_3,"['collections/ceramic-mugs.html', 'ceramic-mugs/products/ceramic-mug-girl.html', '#']"
R_1674855855_SA_3,"['collections/ceramic-mugs.html', 'ceramic-mugs/products/ceramic-mug-nutcracker-girl-in-blue-dress.html', '#']"
R_1674858718_SA_6,"['collections/throw-pillows.html', 'throw-pillows/products/custom-throw-pillow-princess.html', '#3', '#4', '#1', '#2']"
R_1674861329_SA_3,"['collections/ceramic-mugs.html', 'ceramic-mugs/products/ceramic-mug-superhero-boy.html', '#']"
R_1674854141_SA_2,"['collections/chore-charts.html', 'chore-charts/products/chore-chart-notepad-flowers.html']"
R_1674851552_SA_2,"['collections/name-labels.html', 'name-labels/products/name-labels-solid-cheerful.html']"
R_1674844110_SA_6,"['collections/gift-labels.html', 'gift-labels/products/circle-gift-labels-choose-your-silhouettes-family.html', '#3', '#7', '#9', '#1']"
R_1674850286_SA_5,"['collections/tote-bags.html', 'tote-bags/products/personalized-tote-bag-black-cat.html', '#3', '#2', '#1']"
R_1674854586_SA_4,"['collections/tote-bags.html', 'tote-bags/products/personalized-tote-bag-bats.html', '#1', '#2']"
R_1674846446_SA_4,"['collections/name-labels.html', 'name-labels/products/name-labels-ballerina.html', '#2', '#1']"
R_1674843780_SA_4,"['collections/tote-bags.html', 'tote-bags/products/personalized-tote-bag-jack-olantern.html', '#2', '#1']"
R_1674851549_SA_6,"['collections/placemats.html', 'placemats/products/personalized-christmas-placemat-boy.html', 'placemats/products/olliegraphic-placemat-boy.html', '#57', '#56', '#2']"
R_1674850835_SA_2,"['collections/name-labels.html', 'name-labels/products/name-labels-solid-cheerful.html']"
R_1674859125_SA_2,"['collections/gift-labels.html', 'gift-labels/products/gift-labels-choose-your-silhouettes-3-siblings-1.html']"
R_1674855851_SA_6,"['collections/blankets.html', 'blankets/products/personalized-swaddle-blanket-cursive-font.html', '#4', '#11', '#9', '#6']"
R_1674857412_SA_2,"['collections/return-address-labels.html', 'return-address-labels/products/square-return-address-labels-merry-christmas.html']"
R_1674852063_SA_4,"['collections/pillowcases.html', 'pillowcases/products/standard-pillowcase-rainbow-unicorn.html', '#1', '#2']"
R_1674850468_SA_2,"['collections/notepads.html', 'notepads/products/a-note-from-mom-blue-and-green.html']"
R_1674855705_SA_4,"['collections/name-labels.html', 'name-labels/products/name-labels-ballerina.html', '#2', '#1']"
R_1674859255_SA_2,"['collections/return-address-labels.html', 'return-address-labels/products/square-return-address-labels-merry-christmas.html']"
R_1674850697_SA_2,"['collections/teacher-gifts.html', 'teacher-gifts/products/personalized-green-chevron-notepad.html']"
R_1674855019_SA_4,"['collections/placemats.html', 'placemats/products/personalized-kids-placemat-turtle.html', '#2', '#1']"
R_1674851705_SA_6,"['collections/tote-bags.html', 'tote-bags/products/personalized-tote-bag-candy-corn.html', 'tote-bags/products/personalized-tote-bag-ballerina.html', '#2', '#3', '#1']"
R_1674844439_SA_4,"['collections/notepads.html', 'notepads/products/personalized-notepad-for-mom-2-kids.html', '#1', '#2']"
R_1674856639_SA_6,"['collections/throw-pillows.html', 'throw-pillows/products/name-lumbar-pillow-handwriting-1.html', '#29', '#3', '#26', '#20']"
R_1674858007_SA_4,"['collections/gift-labels.html', 'gift-labels/products/personalized-gift-labels-pink-squares.html', '#1', '#2']"
R_1674858412_SA_6,"['collections/name-labels.html', 'name-labels/products/name-labels-owl.html', '#3', '#4', '#1', '#2']"
R_1674843567_SA_2,"['collections/notepads.html', 'notepads/products/personalized-teacher-notepad-red-school-uniforms-1.html']"
R_1674844989_SA_2,"['collections/teacher-gifts.html', 'teacher-gifts/products/personalized-blue-chevron-notepad.html']"
R_1674846204_SA_2,"['collections/notepads.html', 'notepads/products/personalized-teacher-notepad-learning-is-fun.html']"
R_1674854066_SA_6,"['collections/throw-pillows.html', 'throw-pillows/products/name-lumbar-pillow-handwriting.html', '#5', '#9', '#3', '#4']"
R_1674848505_SA_2,"['collections/gift-labels.html', 'gift-labels/products/gift-labels-choose-your-silhouettes-3-siblings-1.html']"
R_1674845988_SA_5,"['collections/placemats.html', 'placemats/products/great-outdoors-placemat-girl.html', '#77', '#2', '#1']"
R_1674851528_SA_2,"['collections/teacher-gifts.html', 'teacher-gifts/products/personalized-teacher-notepad-blue-school-uniforms.html']"
R_1674858123_SA_2,"['collections/placemats.html', 'placemats/products/personalized-chevron-placemat-gray.html']"
R_1674843873_SA_6,"['collections/tote-bags.html', 'tote-bags/products/personalized-tote-bag-library-girl.html', '#9', '#1', '#8', '#6']"
R_1674855716_SA_3,"['collections/placemats.html', 'placemats/products/olliegraphic-placemat-superhero-boy.html', '#']"
R_1674856846_SA_6,"['collections/note-cards.html', 'note-cards/products/custom-childrens-flat-cards-baby.html', 'note-cards/products/2-sibling-flat-note-cards-choose-your-silhouettes-1.html', '#5', '#3', '#1']"
R_1674856181_SA_4,"['collections/gift-labels.html', 'gift-labels/products/personalized-gift-labels-pink-squares.html', '#2', '#1']"
R_1674844512_SA_6,"['collections/gift-labels.html', 'gift-labels/products/custom-gift-labels-girl.html', '#79', '#3', '#2', '#1']"
R_1674858406_SA_6,"['collections/placemats.html', 'placemats/products/personalized-christmas-placemat-boy.html', '#48', '#49', '#50', '#1']"
R_1674846428_SA_4,"['collections/puzzles.html', 'puzzles/products/personalized-puzzle-pink-unicorn.html', 'puzzles/products/personalized-puzzle-superhero-boy.html', '#']"
R_1674851711_SA_6,"['collections/chore-charts.html', 'chore-charts/products/customized-chore-chart-notepad-boy.html', '#2', '#1', '#3', '#4']"
R_1674856307_SA_6,"['collections/tote-bags.html', 'tote-bags/products/personalized-tote-bag-ghost.html', '#3', '#2', '#1', '#4']"
R_1674851132_SA_4,"['collections/notepads.html', 'notepads/products/personalized-teacher-notepad-kids-reading.html', '#1', '#2']"
R_1674849210_SA_6,"['collections/gift-labels.html', 'gift-labels/products/custom-gift-labels-girl.html', '#3', '#1', '#2', '#79']"
R_1674855132_SA_6,"['collections/tote-bags.html', 'tote-bags/products/personalized-tote-bag-library-girl.html', '#8', '#9', '#6', '#1']"
R_1674858364_SA_3,"['collections/puzzles.html', 'puzzles/products/personalized-puzzle-ballerina.html', '#']"
R_1674845514_SA_6,"['collections/tote-bags.html', 'tote-bags/products/personalized-tote-bag-ghost.html', '#4', '#3', '#1', '#5']"
R_1674846934_SA_3,"['collections/ceramic-mugs.html', 'ceramic-mugs/products/ceramic-mug-girl-on-bike.html', '#']"
R_1674852654_SA_6,"['collections/blankets.html', 'blankets/products/personalized-throw-blanket-script-font.html', '#5', '#1', '#33', '#7']"
R_1674860177_SA_3,"['collections/puzzles.html', 'puzzles/products/personalized-puzzle-superhero-boy.html', '#']"
R_1674852824_SA_2,"['collections/name-labels.html', 'name-labels/products/name-labels-solid-cheerful.html']"
R_1674858222_SA_3,"['collections/ceramic-mugs.html', 'ceramic-mugs/products/ceramic-mug-superhero-boy.html', '#']"
R_1674849517_SA_2,"['collections/camp-mugs.html', 'camp-mugs/products/camp-mug-heart.html']"
R_1674854710_SA_3,"['collections/gift-labels.html', 'gift-labels/products/personalized-gift-labels-choose-your-silhouette-girl.html', '#1']"
R_1674858521_SA_2,"['collections/placemats.html', 'placemats/products/personalized-kids-placemat-hearts.html']"
R_1674851400_SA_2,"['collections/teacher-gifts.html', 'teacher-gifts/products/personalized-bookplates-floral.html']"
R_1674856220_SA_2,"['collections/notepads.html', 'notepads/products/a-note-from-mom-floral-bouquet.html']"
R_1674858467_SA_2,"['collections/camp-mugs.html', 'camp-mugs/products/camp-mug-frog.html']"
R_1674846930_SA_6,"['collections/blankets.html', 'blankets/products/personalized-swaddle-blanket-uppercase-font.html', '#2', '#7', '#1', '#4']"
R_1674857243_SA_3,"['collections/notepads.html', 'notepads/products/a-note-from-mom-blue-banner.html', 'notepads/products/personalized-notepad-rainbow-unicorn.html']"
R_1674858184_SA_2,"['collections/chore-charts.html', 'chore-charts/products/custom-chore-chart-notepad-owl.html']"
R_1674844059_SA_2,"['collections/return-address-labels.html', 'return-address-labels/products/return-address-labels-merry-christmas-floral.html']"
R_1674849937_SA_5,"['collections/throw-pillows.html', 'throw-pillows/products/personalized-throw-pillow-pink-unicorn.html', '#3', '#1', '#2']"
R_1674847453_SA_3,"['collections/teacher-gifts.html', 'teacher-gifts/products/personalized-teacher-notepads.html', '#']"
R_1674859890_SA_3,"['collections/pillowcases.html', 'pillowcases/products/standard-pillowcase-ballerina.html', '#']"
R_1674860566_SA_4,"['collections/chore-charts.html', 'chore-charts/products/chore-chart-notepad-outer-space.html', '#2', '#1']"
R_1674845269_SA_2,"['collections/return-address-labels.html', 'return-address-labels/products/return-address-labels-silhouette-family.html']"
R_1674855900_SA_4,"['collections/name-labels.html', 'name-labels/products/name-labels-rainbow-unicorn.html', '#2', '#1']"
R_1674857683_SA_2,"['collections/teacher-gifts.html', 'teacher-gifts/products/personalized-bookplates-floral.html']"
R_1674859657_SA_2,"['collections/note-cards.html', 'note-cards/products/personalized-pink-owl-note-cards.html']"
R_1674852304_SA_6,"['collections/tote-bags.html', 'tote-bags/products/personalized-tote-bag-gymnastics.html', '#3', '#2', '#1', '#4']"
R_1674851379_SA_3,"['collections/teacher-gifts.html', 'teacher-gifts/products/personalized-teacher-notepad-school-days.html', '#1']"
R_1674850906_SA_6,"['collections/throw-pillows.html', 'throw-pillows/products/patterned-name-lumbar-pillow-uppercase.html', '#4', '#7', '#2', '#3']"
R_1674850464_SA_4,"['collections/pillowcases.html', 'pillowcases/products/standard-pillowcase-pink-unicorn.html', '#2', '#1']"
R_1674859961_SA_6,"['collections/gift-labels.html', 'gift-labels/products/circle-gift-labels-choose-your-silhouettes-family.html', '#3', '#7', '#9', '#4']"
R_1674851715_SA_3,"['collections/ceramic-mugs.html', 'ceramic-mugs/products/ceramic-mug-ballerina.html', '#']"
R_1674845433_SA_2,"['collections/gift-labels.html', 'gift-labels/products/gift-labels-rainbow-unicorn.html']"
R_1674857010_SA_2,"['collections/teacher-gifts.html', 'teacher-gifts/products/personalized-pink-chevron-notepad.html']"
R_1674845087_SA_6,"['collections/placemats.html', 'placemats/products/personalized-kids-placemat-place-setting.html', '#1', '#3', '#4', '#2']"
R_1674847927_SA_2,"['collections/return-address-labels.html', 'return-address-labels/products/return-address-labels-silhouette-family.html']"
R_1674846519_SA_3,"['collections/camp-mugs.html', 'camp-mugs/products/camp-mug-girl.html', '#']"
R_1674846802_SA_3,"['collections/teacher-gifts.html', 'teacher-gifts/products/personalized-teacher-notepad-school-days.html', '#1']"
R_1674845278_SA_6,"['collections/blankets.html', 'blankets/products/personalized-throw-blanket-script-font.html', '#8', '#1', '#5', '#3']"
R_1674849921_SA_6,"['collections/placemats.html', 'placemats/products/personalized-kids-placemat-owl.html', 'placemats/products/personalized-kids-placemat-pink-unicorn.html', 'placemats/products/personalized-kids-placemat-bunny.html', '#1', '#2']"
R_1674852253_SA_2,"['collections/note-cards.html', 'note-cards/products/personalized-note-cards-papaya-dots.html']"
R_1674849798_SA_2,"['collections/camp-mugs.html', 'camp-mugs/products/camp-mug-firetruck.html']"
R_1674851974_SA_3,"['collections/camp-mugs.html', 'camp-mugs/products/camp-mug-superhero-boy.html', '#']"
R_1674864981_SA_4,"['collections/tote-bags.html', 'tote-bags/products/personalized-tote-bag-jack-olantern.html', '#2', '#1']"
R_1674860877_SA_4,"['collections/gift-labels.html', 'gift-labels/products/gift-labels-choose-your-silhouettes-2-siblings-1.html', '#2', '#1']"
R_1674849996_SA_3,"['collections/puzzles.html', 'puzzles/products/personalized-puzzle-boy.html', '#']"
R_1674851835_SA_4,"['collections/return-address-labels.html', 'return-address-labels/products/copy-of-return-address-labels-floral-circle.html', '#2', '#1']"
R_1674860386_SA_6,"['collections/tote-bags.html', 'tote-bags/products/personalized-tote-bag-boy-face.html', '#1', '#49', '#50', '#51']"
R_1674849391_SA_3,"['collections/camp-mugs.html', 'camp-mugs/products/ceramic-mug-superhero-girl-1.html', '#']"
R_1674846056_SA_2,"['collections/puzzles.html', 'puzzles/products/personalized-puzzle-rainbow-unicorn.html']"
R_1674852370_SA_3,"['collections/ceramic-mugs.html', 'ceramic-mugs/products/ceramic-mug-boy-in-truck.html', '#']"
R_1674849358_SA_3,"['collections/notepads.html', 'notepads/products/personalized-teacher-notepad-school-days.html', '#1']"
R_1674847782_SA_5,"['collections/puzzles.html', 'puzzles/products/personalized-puzzle-hedgehog.html', 'puzzles/products/personalized-puzzle-firefighter.html', 'puzzles/products/personalized-puzzle-superhero-boy.html', '#']"
R_1674860209_SA_6,"['collections/blankets.html', 'blankets/products/personalized-blanket-cursive-font.html', '#1', '#4', '#5', '#30']"
R_1674856554_SA_4,"['collections/puzzles.html', 'puzzles/products/personalized-puzzle-race-car.html', '#2', '#1']"
R_1674853078_SA_6,"['collections/tote-bags.html', 'tote-bags/products/personalized-tote-bag-ghost.html', '#4', '#1', '#2', '#3']"
R_1674858195_SA_6,"['collections/throw-pillows.html', 'throw-pillows/products/patterned-name-lumbar-pillow-cursive.html', '#2', '#8', '#1', '#4']"
R_1674861726_SA_4,"['collections/tote-bags.html', 'tote-bags/products/personalized-tote-bag-jack-olantern.html', '#2', '#1']"
R_1674849263_SA_4,"['collections/teacher-gifts.html', 'teacher-gifts/products/personalized-teacher-notepad-kids-jumping.html', '#1', '#2']"
R_1674850880_SA_4,"['collections/placemats.html', 'placemats/products/personalized-kids-placemat-horse-and-cow.html', '#1', '#2']"
R_1674849201_SA_2,"['collections/chore-charts.html', 'chore-charts/products/custom-chore-chart-notepad-owl.html']"
R_1674852557_SA_4,"['collections/name-labels.html', 'name-labels/products/name-labels-ballerina.html', '#1', '#2']"
R_1674847736_SA_2,"['collections/chore-charts.html', 'chore-charts/products/chore-chart-notepad-flowers.html']"
R_1674847446_SA_2,"['collections/notepads.html', 'notepads/products/handwriting-practice-notepad-green.html']"
R_1674846501_SA_5,"['collections/tote-bags.html', 'tote-bags/products/personalized-tote-bag-ballerina.html', '#1', '#3', '#2']"
R_1674855253_SA_2,"['collections/gift-labels.html', 'gift-labels/products/gift-labels-fire-truck.html']"
R_1674852645_SA_2,"['collections/teacher-gifts.html', 'teacher-gifts/products/personalized-bookplates-floral.html']"
R_1674852232_SA_6,"['collections/return-address-labels.html', 'return-address-labels/products/return-address-labels-silhouette-family-circle.html', '#5', '#10', '#3', '#7']"
R_1674849922_SA_4,"['collections/return-address-labels.html', 'return-address-labels/products/copy-of-return-address-labels-floral-circle.html', '#1', '#2']"
R_1674849578_SA_3,"['collections/ceramic-mugs.html', 'ceramic-mugs/products/ceramic-mug-nutcracker-girl-in-tutu.html', '#']"
R_1674854308_SA_6,"['collections/return-address-labels.html', 'return-address-labels/products/return-address-labels-silhouette-family-circle.html', '#4', '#9', '#10', '#3']"
R_1674857143_SA_3,"['collections/ceramic-mugs.html', 'ceramic-mugs/products/ceramic-mug-superhero-girl.html', '#']"
R_1674857469_SA_3,"['collections/puzzles.html', 'puzzles/products/personalized-puzzle-superhero-boy.html', '#']"
R_1674860432_SA_2,"['collections/gift-labels.html', 'gift-labels/products/gift-labels-floral.html']"
R_1674844342_SA_6,"['collections/name-labels.html', 'name-labels/products/custom-name-labels-girl.html', '#2', '#4', '#1', '#3']"
R_1674857005_SA_3,"['collections/ceramic-mugs.html', 'ceramic-mugs/products/ceramic-mug-boy-on-bike.html', '#']"
R_1674860742_SA_2,"['collections/note-cards.html', 'note-cards/products/personalized-rainbow-unicorn-note-cards.html']"
R_1674854313_SA_2,"['collections/chore-charts.html', 'chore-charts/products/handwriting-practice-notepad-green.html']"
R_1674854078_SA_6,"['collections/note-cards.html', 'note-cards/products/custom-childrens-flat-cards-girl.html', '#4', '#2', '#3', '#87']"
R_1674845996_SA_5,"['collections/puzzles.html', 'puzzles/products/personalized-puzzle-tractor.html', '#2', '#3', '#1']"
R_1674858845_SA_6,"['collections/name-labels.html', 'name-labels/products/name-labels-ballerina.html', 'name-labels/products/custom-name-labels-boy.html', '#48', '#50', '#49']"
R_1674858918_SA_2,"['collections/name-labels.html', 'name-labels/products/name-labels-solid-blues.html']"
R_1674846746_SA_4,"['collections/return-address-labels.html', 'return-address-labels/products/copy-of-return-address-labels-floral-circle.html', '#2', '#1']"
R_1674844951_SA_6,"['collections/note-cards.html', 'note-cards/products/2-sibling-flat-note-cards-choose-your-silhouettes-1.html', '#2', '#5', '#1', '#4']"
R_1674844743_SA_4,"['collections/placemats.html', 'placemats/products/personalized-kids-placemat-triceratops.html', '#1', '#2']"
R_1674846093_SA_4,"['collections/gift-labels.html', 'gift-labels/products/gift-labels-choose-your-silhouettes-2-siblings-1.html', '#2', '#1']"
R_1674859258_SA_5,"['collections/pillowcases.html', 'pillowcases/products/standard-pillowcase-boy-with-snowman.html', 'pillowcases/products/standard-pillowcase-toucan.html', '#2', '#1']"
R_1674845742_SA_3,"['collections/puzzles.html', 'puzzles/products/personalized-puzzle-boy.html', '#']"
R_1674854846_SA_2,"['collections/gift-labels.html', 'gift-labels/products/gift-labels-rainbow.html']"
R_1674851652_SA_2,"['collections/throw-pillows.html', 'throw-pillows/products/personalized-throw-pillow-rainbow-unicorn.html']"
R_1674848930_SA_4,"['collections/notepads.html', 'notepads/products/handwriting-practice-notepad-papaya.html', '#1', '#2']"
R_1674854636_SA_6,"['collections/blankets.html', 'blankets/products/personalized-swaddle-blanket-script-font.html', '#5', '#1', '#6', '#4']"
R_1674854015_SA_4,"['collections/name-labels.html', 'name-labels/products/name-labels-sunshine.html', '#1', '#2']"
R_1674850709_SA_6,"['collections/blankets.html', 'blankets/products/personalized-throw-blanket-script-font.html', '#1', '#7', '#9', '#32']"
R_1674859628_SA_6,"['collections/throw-pillows.html', 'throw-pillows/products/name-lumbar-pillow-handwriting.html', '#7', '#3', '#5', '#8']"
R_1674845661_SA_2,"['collections/teacher-gifts.html', 'teacher-gifts/products/personalized-blue-chevron-notepad.html']"
R_1674850400_SA_4,"['collections/pillowcases.html', 'pillowcases/products/standard-pillowcase-toucan.html', '#1', '#2']"
R_1674850636_SA_4,"['collections/gift-labels.html', 'gift-labels/products/gift-labels-square.html', '#2', '#1']"
R_1674857074_SA_2,"['collections/placemats.html', 'placemats/products/personalized-kids-placemat-multi-chevron-blue.html']"
R_1674847949_SA_2,"['collections/return-address-labels.html', 'return-address-labels/products/2-square-return-address-labels-tree-on-car.html']"
R_1674845603_SA_4,"['collections/pillowcases.html', 'pillowcases/products/standard-pillowcase-llama-navy.html', '#1', '#2']"
R_1674849165_SA_2,"['collections/gift-labels.html', 'gift-labels/products/gift-labels-rainbow-unicorn.html']"
R_1674855225_SA_4,"['collections/teacher-gifts.html', 'teacher-gifts/products/personalized-teacher-notepad-kids-jumping.html', '#1', '#2']"
R_1674855071_SA_2,"['collections/teacher-gifts.html', 'teacher-gifts/products/personalized-blue-chevron-notepad.html']"
R_1674850824_SA_6,"['collections/chore-charts.html', 'chore-charts/products/custom-chore-chart-notepad-girl.html', '#4', '#1', '#79', '#2']"
R_1674855301_SA_2,"['collections/camp-mugs.html', 'camp-mugs/products/camp-mug-frog.html']"
R_1674854224_SA_3,"['collections/camp-mugs.html', 'camp-mugs/products/ceramic-mug-superhero-girl-1.html', '#']"
R_1674857903_SA_2,"['collections/return-address-labels.html', 'return-address-labels/products/return-address-labels-silhouette-family.html']"
R_1674857366_SA_4,"['collections/gift-labels.html', 'gift-labels/products/gift-labels-square.html', '#1', '#2']"
R_1674851360_SA_4,"['collections/placemats.html', 'placemats/products/personalized-kids-placemat-turtle.html', '#1', '#2']"
R_1674848119_SA_2,"['collections/throw-pillows.html', 'throw-pillows/products/personalized-throw-pillow-rainbow-unicorn.html']"
R_1674856839_SA_2,"['collections/teacher-gifts.html', 'teacher-gifts/products/personalized-teacher-notepad-learning-is-fun.html']"
R_1674843998_SA_6,"['collections/chore-charts.html', 'chore-charts/products/customized-chore-chart-notepad-boy.html', '#3', '#2', '#4', '#1']"
R_1674851891_SA_6,"['collections/tote-bags.html', 'tote-bags/products/personalized-tote-bag-halloween-owl.html', '#2', '#3', '#1', '#4']"
R_1674858223_SA_2,"['collections/note-cards.html', 'note-cards/products/personalized-note-cards-papaya-dots.html']"
R_1674854685_SA_6,"['collections/tote-bags.html', 'tote-bags/products/personalized-tote-bag-girl-face-1.html', '#2', '#5', '#3', '#4']"
R_1674854711_SA_2,"['collections/name-labels.html', 'name-labels/products/name-labels-solid-cheerful.html']"
R_1674844876_SA_2,"['collections/teacher-gifts.html', 'teacher-gifts/products/personalized-bookplates-floral.html']"
R_1674846274_SA_2,"['collections/placemats.html', 'placemats/products/personalized-chevron-placemat-pink.html']"
R_1674847333_SA_5,"['collections/gift-labels.html', 'gift-labels/products/custom-gift-labels-boy.html', '#1', '#51', '#52']"
R_1674843572_SA_3,"['collections/ceramic-mugs.html', 'ceramic-mugs/products/ceramic-mug-girl-in-truck.html', '#']"
R_1674849573_SA_2,"['collections/note-cards.html', 'note-cards/products/personalized-note-cards-pool-dots.html']"
R_1674845870_SA_2,"['collections/teacher-gifts.html', 'teacher-gifts/products/personalized-bookplates-floral.html']"
R_1674847928_SA_6,"['collections/note-cards.html', 'note-cards/products/custom-childrens-flat-cards-boy.html', '#4', '#3', '#5', '#1']"
R_1674852889_SA_2,"['collections/notepads.html', 'notepads/products/personalized-green-chevron-notepad.html']"
R_1674861112_SA_4,"['collections/notepads.html', 'notepads/products/personalized-notepad-for-mom-2-kids.html', '#2', '#1']"
R_1674864114_SA_6,"['collections/throw-pillows.html', 'throw-pillows/products/name-lumbar-pillow-handwriting-1.html', '#28', '#27', '#1', '#29']"
R_1674850903_SA_2,"['collections/puzzles.html', 'puzzles/products/personalized-puzzle-fire-truck.html']"
R_1674851561_SA_4,"['collections/chore-charts.html', 'chore-charts/products/chore-chart-notepad-outer-space.html', '#1', '#2']"
R_1674855804_SA_3,"['collections/camp-mugs.html', 'camp-mugs/products/camp-mug-superhero-boy.html', '#']"
R_1674848066_SA_4,"['collections/name-labels.html', 'name-labels/products/name-labels-ballerina.html', '#1', '#2']"
R_1674854110_SA_2,"['collections/return-address-labels.html', 'return-address-labels/products/return-address-labels-merry-christmas-floral.html']"
R_1674853676_SA_2,"['collections/placemats.html', 'placemats/products/personalized-kids-placemat-sea-turtle.html']"
R_1674860465_SA_4,"['collections/pillowcases.html', 'pillowcases/products/standard-pillowcase-racecar.html', '#1', '#2']"
R_1674851359_SA_2,"['collections/camp-mugs.html', 'camp-mugs/products/camp-mug-frog.html']"
R_1674853939_SA_4,"['collections/name-labels.html', 'name-labels/products/name-labels-floral.html', '#2', '#1']"
R_1674846475_SA_2,"['collections/throw-pillows.html', 'throw-pillows/products/personalized-throw-pillow-rainbow-unicorn.html']"
R_1674854728_SA_4,"['collections/pillowcases.html', 'pillowcases/products/standard-pillowcase-ladybug.html', '#2', '#1']"
